property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,median_price_per_sqft_group,assessment_flag
P-100091,10091,"8588 Sunset Blvd, Apt 19E, Tampa, FL 49862",8588 Sunset Blvd,Apt 19E,Tampa,FL,49862,Hillsborough,25.363413,-128.928515,Condo,3,5.0,2926,4218,1952,72,273115.5,2020-02-08,2257,93.34,240979.45,2024,2803.53,Andrew Garcia,True,FL-HI-32103,145.87,Under-assessed
P-100092,10092,"2904 Valley View Dr, Queens, NY 83874",2904 Valley View Dr,,Queens,NY,83874,Queens,22.091649,-81.851036,Single Family,1,3.0,5934,9387,2018,6,2195018.47,2019-05-09,2532,369.91,2176794.02,2023,47889.47,Andrew Jackson,False,NY-QU-49596,408.84,Within band
P-100093,10093,"4112 Creekside Dr, Baltimore, MD 48985",4112 Creekside Dr,,Baltimore,MD,48985,Baltimore,33.01892,-97.090619,Single Family,4,4.0,4566,12175,1946,78,708231.08,2024-09-02,589,155.11,632999.06,2024,7489.52,Matthew Sanchez,True,MD-BA-58567,292.68,Under-assessed
P-100095,10095,"2710 Orchard Ln, Lawrenceville, GA 77466",2710 Orchard Ln,,Lawrenceville,GA,77466,Gwinnett,33.370601,-80.520417,Single Family,1,1.5,3821,12102,1978,46,874015.57,2023-11-14,882,228.74,852168.01,2022,7334.17,Dorothy Hill,False,GA-GW-95755,150.1,Within band
P-100096,10096,"4781 Main St, Apt 9E, Rockville, MD 24089",4781 Main St,Apt 9E,Rockville,MD,24089,Montgomery,32.419586,-80.226351,Townhouse,7,4.0,3597,4338,1971,53,361389.22,2019-12-25,2302,100.47,310215.27,2024,3556.07,Anthony Allen,True,MD-MO-82070,298.14,Under-assessed
P-100097,10097,"2046 Lake Dr, Apt 20E, Wichita, KS 22672",2046 Lake Dr,Apt 20E,Wichita,KS,22672,Sedgwick,31.438448,-87.843941,Townhouse,5,3.5,1781,5042,1997,27,517115.56,2020-09-03,2049,290.35,419937.38,2022,4050.06,Nancy Walker,True,KS-SE-29521,168.12,Under-assessed
P-100098,10098,"5473 Ridgewood Rd, Apt 10A, Brooklyn, NY 31299",5473 Ridgewood Rd,Apt 10A,Brooklyn,NY,31299,Kings,31.413297,-103.364458,Condo,5,3.5,4755,13106,1988,36,1944032.29,2019-12-21,2306,408.84,1730066.59,2022,38061.46,Amanda Davis,False,NY-KI-86507,351.08,Under-assessed
P-100099,10099,"7875 Adams St, Apt 7A, Oklahoma City, OK 95929",7875 Adams St,Apt 7A,Oklahoma City,OK,95929,Oklahoma,41.746956,-89.473904,Townhouse,2,1.0,5380,13251,1941,83,528901.22,2018-03-13,2954,98.31,521454.68,2023,5096.34,Amanda Thomas,True,OK-OK-24404,135.38,Within band
P-100100,10100,"5239 Willow Way, Apt 30E, Portland, OR 29848",5239 Willow Way,Apt 30E,Portland,OR,29848,Multnomah,31.943443,-139.261424,Condo,7,4.5,1110,12673,1937,87,922419.85,2019-12-29,2298,831.01,827885.52,2024,11375.52,Anthony Lee,False,OR-MU-70249,306.82,Under-assessed
P-100101,10101,"9050 Hillcrest Ave, Apt 11D, Nashville, TN 98587",9050 Hillcrest Ave,Apt 11D,Nashville,TN,98587,Davidson,41.457729,-94.279563,Condo,5,4.5,2175,6213,1955,69,555307.59,2023-10-05,922,255.31,601090.29,2023,10371.27,Melissa Wilson,False,TN-DA-74094,138.25,Within band
P-100102,10102,"9283 Jackson Dr, Memphis, TN 47721",9283 Jackson Dr,,Memphis,TN,47721,Shelby,24.229664,-98.133865,Multi Family,4,3.5,1799,6557,1925,99,344351.67,2018-04-10,2926,191.41,283645.51,2023,4501.93,Deborah Walker,True,TN-SH-80592,191.41,Under-assessed
P-100103,10103,"9308 Jackson Dr, Apt 18B, Seattle, WA 27992",9308 Jackson Dr,Apt 18B,Seattle,WA,27992,King,23.894504,-92.542485,Condo,2,1.0,6087,14787,1948,76,2395730.95,2025-09-10,216,393.58,1988598.97,2023,33027.24,Michael Baker,False,WA-KI-10679,446.6,Under-assessed
P-100104,10104,"7893 Riverside Dr, Apt 30A, Philadelphia, PA 95267",7893 Riverside Dr,Apt 30A,Philadelphia,PA,95267,Philadelphia,26.285583,-73.139479,Townhouse,3,1.0,1332,12019,1993,31,301131.76,2017-12-31,3026,226.07,306231.52,2022,5805.77,Susan Clark,False,PA-PH-33040,212.18,Within band
P-100105,10105,"8216 Washington Ave, Apt 11B, Troy, MI 47941",8216 Washington Ave,Apt 11B,Troy,MI,47941,Oakland,44.233694,-156.193756,Townhouse,5,1.5,3344,8006,1978,46,891497.59,2020-03-10,2226,266.6,853426.69,2022,15543.22,Ashley Moore,True,MI-OA-24764,164.68,Within band
P-100106,10106,"4315 Washington Ave, Apt 16C, Kansas City, MO 11846",4315 Washington Ave,Apt 16C,Kansas City,MO,11846,Jackson,40.520374,-88.203213,Townhouse,6,2.5,2037,12046,2001,23,819693.35,2017-01-03,3388,402.4,760930.33,2023,6879.46,Brian Miller,True,MO-JA-28430,225.08,Within band
P-100107,10107,"211 Adams St, Apt 23A, Charlotte, NC 60275",211 Adams St,Apt 23A,Charlotte,NC,60275,Mecklenburg,27.241313,-91.423171,Townhouse,3,1.0,2742,13451,1966,58,660359.5,2025-08-02,255,240.83,660581.27,2023,7716.7,Betty Baker,True,NC-ME-50760,129.09,Within band
P-100108,10108,"4933 Meadow Ln, Honolulu, HI 90560",4933 Meadow Ln,,Honolulu,HI,90560,Honolulu,26.852505,-73.709633,Single Family,2,4.5,5562,11683,1973,51,2590919.22,2021-01-01,1929,465.83,2661405.58,2024,47658.43,Ronald Thomas,False,HI-HO-88094,465.83,Within band
P-100109,10109,"8709 Harbor View Blvd, Apt 3E, San Francisco, CA 79228",8709 Harbor View Blvd,Apt 3E,San Francisco,CA,79228,San Francisco,39.649802,-150.205063,Townhouse,1,1.0,5086,13367,1945,79,2196740.11,2024-08-08,614,431.92,1865825.7,2024,24819.38,Amanda Wilson,False,CA-SA-74071,453.55,Under-assessed
P-100110,10110,"1011 Lakeshore Dr, Eugene, OR 27294",1011 Lakeshore Dr,,Eugene,OR,27294,Lane,34.601068,-117.258533,Single Family,5,4.5,6111,11160,2012,12,326124.55,2023-06-06,1043,53.37,340779.27,2024,3617.31,John Williams,True,OR-LA-18357,291.42,Within band
P-100111,10111,"1087 Elm St, Provo, UT 71875",1087 Elm St,,Provo,UT,71875,Utah,21.840974,-121.428577,Single Family,7,4.0,3667,9933,1977,47,798303.82,2022-01-18,1547,217.7,728606.84,2024,14258.64,Andrew Rodriguez,False,UT-UT-55582,109.86,Within band
P-100112,10112,"3024 Creekside Dr, Tampa, FL 79316",3024 Creekside Dr,,Tampa,FL,79316,Hillsborough,24.374698,-71.850979,Single Family,7,1.0,3044,10629,2006,18,680893.3,2021-07-11,1738,223.68,653371.65,2022,7167.58,Matthew Martinez,True,FL-HI-24790,138.34,Within band
P-100113,10113,"6968 Oak Ave, Fort Worth, TX 41544",6968 Oak Ave,,Fort Worth,TX,41544,Tarrant,26.461163,-148.221986,Single Family,4,1.0,2604,3328,1971,53,462390.99,2020-03-25,2211,177.57,400051.79,2022,8001.04,Charles Anderson,False,TX-TA-85511,115.36,Under-assessed
P-100114,10114,"9561 Ridgewood Rd, Apt 21D, Las Vegas, NV 41051",9561 Ridgewood Rd,Apt 21D,Las Vegas,NV,41051,Clark,28.996758,-144.536342,Condo,2,4.0,3061,7569,1927,97,554240.13,2019-08-25,2424,181.07,589663.93,2022,9146.82,Sandra Scott,True,NV-CL-55143,116.76,Within band
P-100115,10115,"5322 Willow Way, Apt 8C, Columbia, SC 63511",5322 Willow Way,Apt 8C,Columbia,SC,63511,Richland,24.954267,-124.247964,Condo,4,2.5,2446,7373,2010,14,232594.36,2021-02-02,1897,95.09,249904.58,2024,3236.8,Mark Scott,True,SC-RI-60910,144.56,Within band
P-100116,10116,"5511 Pine Rd, Apt 10A, Naperville, IL 68954",5511 Pine Rd,Apt 10A,Naperville,IL,68954,DuPage,43.449035,-148.955632,Condo,1,3.0,3689,14726,1997,27,590279.2,2016-06-26,3579,160.01,485112.28,2024,10187.36,Emily Wilson,True,IL-DU-53642,148.0,Under-assessed
P-100117,10117,"3213 Park Way, Apt 4D, Waukegan, IL 72773",3213 Park Way,Apt 4D,Waukegan,IL,72773,Lake,45.232694,-96.480513,Condo,4,2.5,5122,10391,2019,5,340786.17,2021-01-20,1910,66.53,327187.11,2023,6870.93,Margaret Allen,False,IL-LA-71080,148.0,Within band
P-100119,10119,"5630 Adams St, Billings, MT 74044",5630 Adams St,,Billings,MT,74044,Yellowstone,46.612469,-101.172582,Single Family,4,2.0,3485,6258,1937,87,681844.55,2020-10-21,2001,195.65,583123.23,2024,11594.75,Patricia King,True,MT-YE-19742,151.22,Under-assessed
P-100120,10120,"204 Willow Way, San Diego, CA 28021",204 Willow Way,,San Diego,CA,28021,San Diego,43.327435,-136.865295,Single Family,1,2.5,4742,12213,1967,57,634372.86,2019-02-17,2613,133.78,634389.62,2024,12023.6,Brian Young,True,CA-SA-79758,449.01,Within band
P-100121,10121,"6839 Main St, Apt 27C, Indianapolis, IN 12192",6839 Main St,Apt 27C,Indianapolis,IN,12192,Marion,35.029568,-133.097556,Condo,1,5.0,6316,17359,1975,49,748810.81,2024-04-09,735,118.56,623089.17,2022,8905.58,Sarah Gonzalez,False,IN-MA-43084,141.22,Under-assessed
P-100122,10122,"6602 Pine Rd, Apt 21A, Seattle, WA 58896",6602 Pine Rd,Apt 21A,Seattle,WA,58896,King,46.421392,-117.067196,Condo,6,2.5,3057,14264,1930,94,2443893.94,2016-08-28,3516,799.44,2431597.09,2022,22181.04,Anthony Harris,True,WA-KI-17355,446.6,Within band
P-100124,10124,"5252 Oak Ave, Atlanta, GA 37152",5252 Oak Ave,,Atlanta,GA,37152,Fulton,36.556457,-91.553861,Multi Family,1,3.0,1930,11169,1950,74,562022.82,2016-10-03,3480,291.2,515232.72,2024,6172.88,Ronald Mitchell,True,GA-FU-20279,318.91,Within band
P-100125,10125,"5766 Cedar Ln, Apt 22D, Boston, MA 22803",5766 Cedar Ln,Apt 22D,Boston,MA,22803,Suffolk,32.582839,-84.035305,Townhouse,5,4.0,3273,3758,2001,23,1283647.44,2021-03-25,1846,392.19,1215846.51,2023,17795.68,Anthony Ramirez,True,MA-SU-86791,343.24,Within band
P-100126,10126,"4939 Monroe Blvd, San Francisco, CA 19634",4939 Monroe Blvd,,San Francisco,CA,19634,San Francisco,23.174007,-143.582776,Single Family,6,4.0,3194,9103,1933,91,729137.31,2022-10-29,1263,228.28,680591.9,2023,6279.67,Jennifer Lopez,True,CA-SA-83005,449.01,Within band
P-100127,10127,"8495 Willow Way, Fort Wayne, IN 23538",8495 Willow Way,,Fort Wayne,IN,23538,Allen,21.69594,-126.209457,Single Family,5,3.5,3755,3957,1957,67,442771.85,2017-07-18,3192,117.92,365468.25,2024,6893.64,Sarah Torres,True,IN-AL-99825,248.46,Under-assessed
P-100128,10128,"2877 Lake Dr, Cincinnati, OH 45247",2877 Lake Dr,,Cincinnati,OH,45247,Hamilton,28.979979,-114.098217,Single Family,2,4.0,2860,9759,1958,66,497700.42,2025-06-02,316,174.02,452079.94,2022,7527.49,Dorothy Hill,False,OH-HA-70012,208.92,Under-assessed
P-100129,10129,"2319 Clearwater Ct, Apt 16C, Fort Lauderdale, FL 10887",2319 Clearwater Ct,Apt 16C,Fort Lauderdale,FL,10887,Broward,46.143822,-128.097102,Townhouse,4,3.5,4206,9690,1975,49,756070.87,2016-08-23,3521,179.76,752525.7,2024,7249.45,Daniel Hill,False,FL-BR-36326,130.82,Within band
P-100130,10130,"6624 Ridgewood Rd, Apt 1D, Atlanta, GA 48200",6624 Ridgewood Rd,Apt 1D,Atlanta,GA,48200,Fulton,40.474171,-101.937486,Townhouse,7,2.5,3269,9430,1955,69,756865.72,2021-11-16,1610,231.53,688372.9,2024,7157.43,Andrew Lopez,False,GA-FU-82102,170.94,Within band
P-100131,10131,"7283 Heritage Ln, Naperville, IL 19064",7283 Heritage Ln,,Naperville,IL,19064,DuPage,42.702588,-87.777855,Multi Family,6,4.5,1740,12116,1958,66,308776.51,2018-11-24,2698,177.46,261299.95,2023,5487.3,John Lewis,False,IL-DU-72814,177.46,Under-assessed
P-100132,10132,"6666 Birch St, Apt 22D, New Orleans, LA 64827",6666 Birch St,Apt 22D,New Orleans,LA,64827,Orleans,35.406598,-88.20728,Townhouse,6,5.0,5464,15919,1930,94,205308.15,2023-07-02,1017,37.57,204749.81,2023,2046.69,Michelle Williams,True,LA-OR-94545,124.05,Within band
P-100133,10133,"7152 River Blvd, Apt 30A, Reno, NV 11382",7152 River Blvd,Apt 30A,Reno,NV,11382,Washoe,23.613074,-137.685906,Condo,5,2.5,4251,10380,1970,54,481189.3,2018-08-30,2784,113.19,469918.4,2024,4609.4,Mary Walker,True,NV-WA-64522,116.76,Within band
P-100134,10134,"2421 Hillcrest Ave, Apt 21A, Orlando, FL 50880",2421 Hillcrest Ave,Apt 21A,Orlando,FL,50880,Orange,30.091267,-88.76851,Condo,4,3.5,4500,6099,1976,48,683155.28,2021-03-17,1854,151.81,611883.63,2023,5223.16,Melissa Davis,True,FL-OR-54967,145.87,Under-assessed
P-100135,10135,"4096 Washington Ave, Hempstead, NY 82339",4096 Washington Ave,,Hempstead,NY,82339,Nassau,25.243596,-108.293141,Single Family,2,4.0,5758,8780,1943,81,2403460.57,2021-06-08,1771,417.41,2207998.45,2024,48575.97,Richard Lewis,True,NY-NA-60965,408.84,Within band
P-100136,10136,"3619 Jefferson St, Austin, TX 46483",3619 Jefferson St,,Austin,TX,46483,Travis,40.936626,-86.640508,Single Family,5,1.5,4998,8061,1966,58,374268.23,2021-02-24,1875,74.88,312209.5,2024,6244.19,Kimberly Green,True,TX-TR-60939,115.36,Under-assessed
P-100137,10137,"6531 Park Way, Wichita, KS 55603",6531 Park Way,,Wichita,KS,55603,Sedgwick,30.3276,-117.166129,Single Family,7,3.0,5633,15302,1930,94,644245.86,2022-10-09,1283,114.37,538176.25,2023,5060.68,Margaret Hall,True,KS-SE-60916,104.04,Under-assessed
P-100138,10138,"9871 Lake Dr, Apt 27D, Pittsburgh, PA 85340",9871 Lake Dr,Apt 27D,Pittsburgh,PA,85340,Allegheny,31.168314,-140.839428,Condo,6,2.0,5145,7878,1982,42,345291.12,2024-03-08,767,67.11,308819.4,2023,4765.99,Matthew Smith,True,PA-AL-35575,115.78,Under-assessed
P-100139,10139,"8381 Orchard Ln, Fort Wayne, IN 63626",8381 Orchard Ln,,Fort Wayne,IN,63626,Allen,39.144462,-120.840152,Single Family,4,2.0,1277,10540,1923,101,740787.09,2023-10-23,904,580.1,657542.6,2023,7034.47,Charles Hernandez,False,IN-AL-84140,248.46,Under-assessed
P-100140,10140,"9106 Birch St, Apt 15C, Arlington, VA 24838",9106 Birch St,Apt 15C,Arlington,VA,24838,Arlington,36.176922,-133.693665,Condo,7,3.5,5040,5721,2017,7,1162776.29,2020-02-27,2238,230.71,1006455.65,2023,9288.58,Carol Carter,True,VA-AR-14224,224.74,Under-assessed
P-100141,10141,"1525 Harbor View Blvd, Apt 20E, Memphis, TN 25386",1525 Harbor View Blvd,Apt 20E,Memphis,TN,25386,Shelby,41.554239,-136.385693,Townhouse,6,3.5,6422,16420,2000,24,453970.31,2019-05-17,2524,70.69,382138.81,2022,6787.69,Patricia Torres,True,TN-SH-46842,80.48,Under-assessed
P-100143,10143,"2429 Jackson Dr, Fairfax, VA 92288",2429 Jackson Dr,,Fairfax,VA,92288,Fairfax,31.976965,-117.67672,Single Family,4,5.0,2879,14261,1967,57,845634.78,2020-10-22,2000,293.73,759537.98,2022,13995.93,Timothy Garcia,False,VA-FA-70089,195.64,Under-assessed
P-100144,10144,"5969 Elm St, Apt 21D, Honolulu, HI 80048",5969 Elm St,Apt 21D,Honolulu,HI,80048,Honolulu,31.539471,-72.772814,Condo,4,3.0,3244,7890,1963,61,2119297.13,2024-10-26,535,653.3,2055384.71,2023,35886.28,Amanda Carter,True,HI-HO-23051,653.3,Within band
P-100145,10145,"2135 Broadway, Dallas, TX 67840",2135 Broadway,,Dallas,TX,67840,Dallas,33.097731,-70.710073,Multi Family,2,2.0,5924,10869,1940,84,802050.23,2016-06-14,3591,135.39,707573.39,2024,14151.47,Jennifer White,False,TX-DA-95054,126.59,Under-assessed
P-100146,10146,"948 Creekside Dr, Apt 27A, Hempstead, NY 91999",948 Creekside Dr,Apt 27A,Hempstead,NY,91999,Nassau,29.095995,-96.148601,Condo,4,1.5,6364,7923,1920,104,1100934.59,2025-05-29,320,172.99,924575.81,2022,20340.67,Donald Smith,True,NY-NA-55032,351.08,Under-assessed
P-100147,10147,"2265 Riverside Dr, Minneapolis, MN 19283",2265 Riverside Dr,,Minneapolis,MN,19283,Hennepin,27.067092,-149.228196,Single Family,1,3.5,3611,8513,1937,87,418522.42,2017-02-28,3332,115.9,429381.96,2022,6740.83,Amanda Martinez,True,MN-HE-83831,127.64,Within band
P-100148,10148,"2788 Harbor View Blvd, Houston, TX 56030",2788 Harbor View Blvd,,Houston,TX,56030,Harris,40.144449,-102.357037,Single Family,4,4.5,2379,3799,1932,92,229210.25,2024-11-25,505,96.35,223909.12,2023,4478.18,Sandra Lee,False,TX-HA-42477,115.36,Within band
P-100149,10149,"1480 Monroe Blvd, Apt 8D, Tacoma, WA 82534",1480 Monroe Blvd,Apt 8D,Tacoma,WA,82534,Pierce,36.926475,-94.257371,Condo,7,1.0,5993,10935,1946,78,2029134.84,2020-07-26,2088,338.58,1738144.64,2023,20069.5,Patricia Thomas,True,WA-PI-24777,446.6,Under-assessed
P-100150,10150,"9830 Elm St, Apt 1C, Honolulu, HI 79243",9830 Elm St,Apt 1C,Honolulu,HI,79243,Honolulu,44.5512,-155.95017,Townhouse,3,2.0,3768,13080,1973,51,1564508.01,2018-08-16,2798,415.21,1332696.57,2023,25925.53,Stephanie Jones,True,HI-HO-18851,660.61,Under-assessed
P-100151,10151,"752 Cedar Ln, Apt 26B, Waukegan, IL 62163",752 Cedar Ln,Apt 26B,Waukegan,IL,62163,Lake,34.425181,-102.314349,Condo,7,4.0,4069,15567,1971,53,184293.69,2020-04-07,2198,45.29,177160.9,2022,3720.38,Lisa Garcia,True,IL-LA-36633,148.0,Within band
P-100152,10152,"5453 Creekside Dr, Salt Lake City, UT 86865",5453 Creekside Dr,,Salt Lake City,UT,86865,Salt Lake,37.808798,-84.396197,Single Family,3,4.0,2554,3502,1951,73,187245.98,2021-05-30,1780,73.31,156312.19,2024,2392.51,Lisa Nelson,False,UT-SA-33022,109.86,Under-assessed
P-100153,10153,"307 Lake Dr, Apt 17A, Tampa, FL 11487",307 Lake Dr,Apt 17A,Tampa,FL,11487,Hillsborough,25.341565,-74.08759,Condo,5,3.0,1967,8059,1936,88,704825.58,2016-06-27,3578,358.33,620690.09,2022,10711.35,Mary Perez,False,FL-HI-45649,145.87,Under-assessed
P-100154,10154,"9547 Elm St, Durham, NC 75031",9547 Elm St,,Durham,NC,75031,Durham,33.062741,-125.669221,Single Family,7,2.0,3612,6189,1952,72,723196.58,2019-11-06,2351,200.22,724813.74,2022,7785.12,Paul Smith,True,NC-DU-11610,151.03,Within band
P-100155,10155,"853 Riverside Dr, Charlotte, NC 57707",853 Riverside Dr,,Charlotte,NC,57707,Mecklenburg,31.148956,-143.942634,Single Family,5,4.0,2439,7711,1951,73,444680.15,2018-03-16,2951,182.32,398424.76,2022,5919.97,Linda Allen,False,NC-ME-16903,151.03,Under-assessed
P-100156,10156,"3756 Maple Dr, Apt 19D, Atlanta, GA 62550",3756 Maple Dr,Apt 19D,Atlanta,GA,62550,Fulton,22.826551,-116.536807,Condo,7,3.0,3281,4696,1990,34,476262.02,2022-02-22,1512,145.16,409681.23,2024,7134.22,Deborah Flores,True,GA-FU-58270,139.77,Under-assessed
P-100157,10157,"9054 Monroe Blvd, Apt 8D, Chicago, IL 29735",9054 Monroe Blvd,Apt 8D,Chicago,IL,29735,Cook,21.169014,-121.326858,Condo,5,3.5,5809,17170,1921,103,861772.4,2026-04-08,6,148.35,885625.18,2023,18598.13,Timothy Martin,True,IL-CO-79443,148.0,Within band
P-100158,10158,"1081 Sunset Blvd, Apt 8C, Fairfax, VA 46677",1081 Sunset Blvd,Apt 8C,Fairfax,VA,46677,Fairfax,23.465206,-76.849127,Condo,4,3.5,4355,5746,1994,30,414692.41,2024-10-14,547,95.22,411028.48,2023,3657.32,Kenneth Brown,True,VA-FA-27132,224.74,Within band
P-100159,10159,"5261 Creekside Dr, Durham, NC 52762",5261 Creekside Dr,,Durham,NC,52762,Durham,29.42853,-133.339839,Single Family,2,2.0,5389,7174,1939,85,202413.05,2021-03-29,1842,37.56,190231.13,2023,1797.46,Matthew Roberts,True,NC-DU-50410,151.03,Within band
P-100160,10160,"4441 Park Way, Apt 28D, St. Louis, MO 21851",4441 Park Way,Apt 28D,St. Louis,MO,21851,St. Louis,25.176807,-97.313229,Townhouse,1,2.5,3285,5715,1931,93,674702.77,2022-04-17,1458,205.39,619966.39,2022,9997.7,Thomas Lopez,True,MO-ST-63004,225.08,Within band
P-100161,10161,"9113 Monroe Blvd, Fort Wayne, IN 22415",9113 Monroe Blvd,,Fort Wayne,IN,22415,Allen,33.244146,-87.060982,Single Family,1,1.0,1105,4746,1936,88,274543.77,2021-10-16,1641,248.46,250293.85,2024,4818.38,Jennifer Nguyen,True,IN-AL-19828,248.46,Within band
P-100162,10162,"1156 Lincoln Rd, Apt 7B, Dallas, TX 94670",1156 Lincoln Rd,Apt 7B,Dallas,TX,94670,Dallas,32.75093,-145.795135,Townhouse,1,1.0,4376,5205,1941,83,840822.75,2021-06-04,1775,192.14,879925.73,2023,17598.51,Anthony Baker,True,TX-DA-56392,143.56,Within band
P-100163,10163,"4685 Harbor View Blvd, Apt 26A, Tacoma, WA 29481",4685 Harbor View Blvd,Apt 26A,Tacoma,WA,29481,Pierce,21.91821,-103.13164,Condo,6,3.0,4686,11436,1990,34,1911044.34,2025-04-19,360,407.82,1689234.77,2022,22012.11,Carol King,True,WA-PI-81258,446.6,Under-assessed
P-100164,10164,"5983 Riverside Dr, Apt 8B, Cincinnati, OH 81371",5983 Riverside Dr,Apt 8B,Cincinnati,OH,81371,Hamilton,41.70803,-127.069032,Townhouse,5,3.5,3781,8211,1943,81,140329.11,2019-08-03,2446,37.11,121483.76,2023,1057.28,Steven King,True,OH-HA-86544,148.98,Under-assessed
P-100165,10165,"4160 Monroe Blvd, Miami, FL 44934",4160 Monroe Blvd,,Miami,FL,44934,Miami-Dade,35.142773,-88.162363,Single Family,7,2.5,5316,11679,1965,59,849460.71,2016-10-20,3463,159.79,723837.03,2022,10937.35,Deborah Hall,True,FL-MI-87537,138.34,Under-assessed
P-100166,10166,"5861 Sunset Blvd, San Antonio, TX 83807",5861 Sunset Blvd,,San Antonio,TX,83807,Bexar,46.131765,-84.207375,Single Family,5,3.0,2038,10073,1924,100,190400.75,2023-09-04,953,93.43,186687.71,2022,3733.75,James Perez,False,TX-BE-36406,115.36,Within band
P-100167,10167,"5682 Washington Ave, Jacksonville, FL 52413",5682 Washington Ave,,Jacksonville,FL,52413,Duval,22.578233,-144.149054,Single Family,7,1.5,4911,10889,1929,95,411400.81,2018-11-09,2713,83.77,377945.15,2022,4549.98,Daniel Rodriguez,False,FL-DU-67261,138.34,Within band
P-100169,10169,"3083 Ridgewood Rd, Fort Worth, TX 90134",3083 Ridgewood Rd,,Fort Worth,TX,90134,Tarrant,26.853724,-107.797129,Single Family,2,3.5,1237,5136,1964,60,886256.13,2024-05-26,688,716.46,878152.23,2022,17563.04,Brian Green,False,TX-TA-54007,115.36,Within band
P-100171,10171,"3795 Broadway, Apt 29D, Lexington, KY 69151",3795 Broadway,Apt 29D,Lexington,KY,69151,Fayette,22.953299,-83.418664,Condo,1,3.5,2739,4454,1929,95,386610.4,2016-04-29,3637,141.15,352835.1,2024,3140.24,Jennifer Perez,True,KY-FA-90431,141.41,Within band
P-100172,10172,"7166 Broadway, San Antonio, TX 89602",7166 Broadway,,San Antonio,TX,89602,Bexar,44.578462,-143.331971,Single Family,3,2.5,2156,8861,2009,15,552207.7,2018-02-05,2990,256.13,531244.59,2024,10624.89,Sarah Miller,True,TX-BE-84943,115.36,Within band
P-100173,10173,"8143 Sunset Blvd, Apt 16C, Indianapolis, IN 17144",8143 Sunset Blvd,Apt 16C,Indianapolis,IN,17144,Marion,30.561966,-119.798282,Condo,7,4.5,2235,3824,1923,101,281423.33,2019-02-15,2615,125.92,249775.43,2022,3417.64,Linda Martin,False,IN-MA-71727,141.22,Under-assessed
P-100174,10174,"9014 Forest Glen Rd, Sacramento, CA 34232",9014 Forest Glen Rd,,Sacramento,CA,34232,Sacramento,30.832044,-123.814269,Single Family,4,1.0,2756,9960,1979,45,1253372.47,2016-11-23,3429,454.78,1103680.44,2022,10831.04,George Nelson,True,CA-SA-97574,449.01,Under-assessed
P-100175,10175,"8971 Willow Way, Memphis, TN 87296",8971 Willow Way,,Memphis,TN,87296,Shelby,27.029088,-151.694414,Multi Family,7,5.0,4029,12802,2007,17,796177.33,2020-12-16,1945,197.61,773736.5,2022,10611.91,Jennifer Sanchez,False,TN-SH-14551,191.41,Within band
P-100176,10176,"9458 Sunset Blvd, Boston, MA 25765",9458 Sunset Blvd,,Boston,MA,25765,Suffolk,46.155253,-117.933543,Single Family,2,2.5,1633,2332,1974,50,689023.99,2018-08-15,2799,421.94,641218.11,2024,6267.61,Joshua Taylor,True,MA-SU-18783,390.17,Within band
P-100177,10177,"6458 Creekside Dr, Sacramento, CA 82358",6458 Creekside Dr,,Sacramento,CA,82358,Sacramento,29.64236,-132.970529,Single Family,7,1.0,6337,16545,1995,29,2043814.13,2021-07-30,1719,322.52,1704041.58,2022,16662.79,Donna Nguyen,False,CA-SA-23133,449.01,Under-assessed
