"﻿property_id";"id";"full_address";"street_address";"unit";"city";"state";"zip_code";"county";"latitude";"longitude";"property_type";"bedrooms";"bathrooms";"sqft";"lot_size_sqft";"year_built";"building_age";"last_sale_price";"last_sale_date";"days_since_sale";"price_per_sqft";"assessed_value";"tax_year";"annual_tax";"owner_name";"owner_occupied";"assessor_id"
"P-100082";10082;"4255 Oak Ave, Cleveland, OH 56805";"4255 Oak Ave";"";"Cleveland";"OH";56805;"Cuyahoga";41.89578;-127.002183;"Single Family";7;3.5;"1,692";"2,418";1965;59;"545,890.72";"2017-02-27";"3,333";322.63;"541,981.42";2024;"7,357.66";"George Walker";"FALSE";"OH-CU-27675"
"P-100083";10083;"7598 Maple Dr, Oakland, CA 48462";"7598 Maple Dr";"";"Oakland";"CA";48462;"Alameda";26.342161;-88.173498;"Single Family";3;3.0;"4,822";"11,346";1989;35;"1,893,869.29";"2025-11-15";"150";392.76;"1,943,085.79";2022;"22,215.94";"Stephanie Brown";"FALSE";"CA-AL-53506"
"P-100084";10084;"2139 Meadow Ln, Seattle, WA 67272";"2139 Meadow Ln";"";"Seattle";"WA";67272;"King";44.571393;-92.33223;"Multi Family";3;2.0;"4,664";"16,002";1983;41;"1,570,408.13";"2017-05-05";"3,266";336.71;"1,500,969.01";2022;"25,103.67";"Jennifer Ramirez";"FALSE";"WA-KI-33652"
"P-100085";10085;"4913 Ridgewood Rd, Apt 3D, Provo, UT 23447";"4913 Ridgewood Rd";"Apt 3D";"Provo";"UT";23447;"Utah";23.121826;-99.500028;"Condo";4;4.0;"1,965";"13,266";1976;48;"394,206.65";"2025-10-22";"174";200.61;"401,319.84";2023;"6,171.58";"Sandra Moore";"FALSE";"UT-UT-17518"
"P-100086";10086;"8506 Broadway, Columbus, OH 14081";"8506 Broadway";"";"Columbus";"OH";14081;"Franklin";24.783656;-104.141157;"Single Family";1;2.0;"1,150";"5,016";2019;5;"623,227.04";"2022-03-22";"1,484";541.94;"570,163.20";2024;"4,782.88";"Barbara Baker";"TRUE";"OH-FR-58623"
"P-100087";10087;"7373 Elm St, Apt 20C, Cleveland, OH 85225";"7373 Elm St";"Apt 20C";"Cleveland";"OH";85225;"Cuyahoga";24.64892;-125.075354;"Townhouse";6;3.0;"2,644";"4,502";1923;101;"693,826.39";"2020-09-07";"2,045";262.42;"662,828.71";2024;"6,239.29";"Stephanie Taylor";"FALSE";"OH-CU-38124"
"P-100088";10088;"3379 Park Way, Fairfax, VA 27790";"3379 Park Way";"";"Fairfax";"VA";27790;"Fairfax";43.599897;-117.672286;"Single Family";1;3.5;"6,070";"11,762";2010;14;"377,926.89";"2020-03-15";"2,221";62.26;"335,262.23";2023;"6,107.25";"Melissa Rivera";"FALSE";"VA-FA-93584"
"P-100089";10089;"6022 Birch St, Atlanta, GA 39391";"6022 Birch St";"";"Atlanta";"GA";39391;"Fulton";24.216105;-139.514708;"Single Family";2;4.5;"815";"6,727";1990;34;"566,376.38";"2021-01-15";"1,915";694.94;"589,653.61";2024;"5,635.47";"Jennifer Jones";"TRUE";"GA-FU-72739"
"P-100090";10090;"6830 Willow Way, Columbia, SC 85353";"6830 Willow Way";"";"Columbia";"SC";85353;"Richland";22.954394;-72.402963;"Single Family";4;4.5;"6,171";"14,647";1964;60;"220,101.00";"2016-12-26";"3,396";35.67;"227,601.80";2024;"3,426.19";"Stephanie Rodriguez";"TRUE";"SC-RI-17263"
"P-100091";10091;"8588 Sunset Blvd, Apt 19E, Tampa, FL 49862";"8588 Sunset Blvd";"Apt 19E";"Tampa";"FL";49862;"Hillsborough";25.363413;-128.928515;"Condo";3;5.0;"2,926";"4,218";1952;72;"273,115.50";"2020-02-08";"2,257";93.34;"240,979.45";2024;"2,803.53";"Andrew Garcia";"TRUE";"FL-HI-32103"
"P-100092";10092;"2904 Valley View Dr, Queens, NY 83874";"2904 Valley View Dr";"";"Queens";"NY";83874;"Queens";22.091649;-81.851036;"Single Family";1;3.0;"5,934";"9,387";2018;6;"2,195,018.47";"2019-05-09";"2,532";369.91;"2,176,794.02";2023;"47,889.47";"Andrew Jackson";"FALSE";"NY-QU-49596"
"P-100093";10093;"4112 Creekside Dr, Baltimore, MD 48985";"4112 Creekside Dr";"";"Baltimore";"MD";48985;"Baltimore";33.01892;-97.090619;"Single Family";4;4.0;"4,566";"12,175";1946;78;"708,231.08";"2024-09-02";"589";155.11;"632,999.06";2024;"7,489.52";"Matthew Sanchez";"TRUE";"MD-BA-58567"
"P-100095";10095;"2710 Orchard Ln, Lawrenceville, GA 77466";"2710 Orchard Ln";"";"Lawrenceville";"GA";77466;"Gwinnett";33.370601;-80.520417;"Single Family";1;1.5;"3,821";"12,102";1978;46;"874,015.57";"2023-11-14";"882";228.74;"852,168.01";2022;"7,334.17";"Dorothy Hill";"FALSE";"GA-GW-95755"
"P-100096";10096;"4781 Main St, Apt 9E, Rockville, MD 24089";"4781 Main St";"Apt 9E";"Rockville";"MD";24089;"Montgomery";32.419586;-80.226351;"Townhouse";7;4.0;"3,597";"4,338";1971;53;"361,389.22";"2019-12-25";"2,302";100.47;"310,215.27";2024;"3,556.07";"Anthony Allen";"TRUE";"MD-MO-82070"
"P-100097";10097;"2046 Lake Dr, Apt 20E, Wichita, KS 22672";"2046 Lake Dr";"Apt 20E";"Wichita";"KS";22672;"Sedgwick";31.438448;-87.843941;"Townhouse";5;3.5;"1,781";"5,042";1997;27;"517,115.56";"2020-09-03";"2,049";290.35;"419,937.38";2022;"4,050.06";"Nancy Walker";"TRUE";"KS-SE-29521"
"P-100098";10098;"5473 Ridgewood Rd, Apt 10A, Brooklyn, NY 31299";"5473 Ridgewood Rd";"Apt 10A";"Brooklyn";"NY";31299;"Kings";31.413297;-103.364458;"Condo";5;3.5;"4,755";"13,106";1988;36;"1,944,032.29";"2019-12-21";"2,306";408.84;"1,730,066.59";2022;"38,061.46";"Amanda Davis";"FALSE";"NY-KI-86507"
"P-100099";10099;"7875 Adams St, Apt 7A, Oklahoma City, OK 95929";"7875 Adams St";"Apt 7A";"Oklahoma City";"OK";95929;"Oklahoma";41.746956;-89.473904;"Townhouse";2;1.0;"5,380";"13,251";1941;83;"528,901.22";"2018-03-13";"2,954";98.31;"521,454.68";2023;"5,096.34";"Amanda Thomas";"TRUE";"OK-OK-24404"
"P-100100";10100;"5239 Willow Way, Apt 30E, Portland, OR 29848";"5239 Willow Way";"Apt 30E";"Portland";"OR";29848;"Multnomah";31.943443;-139.261424;"Condo";7;4.5;"1,110";"12,673";1937;87;"922,419.85";"2019-12-29";"2,298";831.01;"827,885.52";2024;"11,375.52";"Anthony Lee";"FALSE";"OR-MU-70249"
"P-100101";10101;"9050 Hillcrest Ave, Apt 11D, Nashville, TN 98587";"9050 Hillcrest Ave";"Apt 11D";"Nashville";"TN";98587;"Davidson";41.457729;-94.279563;"Condo";5;4.5;"2,175";"6,213";1955;69;"555,307.59";"2023-10-05";"922";255.31;"601,090.29";2023;"10,371.27";"Melissa Wilson";"FALSE";"TN-DA-74094"
"P-100102";10102;"9283 Jackson Dr, Memphis, TN 47721";"9283 Jackson Dr";"";"Memphis";"TN";47721;"Shelby";24.229664;-98.133865;"Multi Family";4;3.5;"1,799";"6,557";1925;99;"344,351.67";"2018-04-10";"2,926";191.41;"283,645.51";2023;"4,501.93";"Deborah Walker";"TRUE";"TN-SH-80592"
"P-100103";10103;"9308 Jackson Dr, Apt 18B, Seattle, WA 27992";"9308 Jackson Dr";"Apt 18B";"Seattle";"WA";27992;"King";23.894504;-92.542485;"Condo";2;1.0;"6,087";"14,787";1948;76;"2,395,730.95";"2025-09-10";"216";393.58;"1,988,598.97";2023;"33,027.24";"Michael Baker";"FALSE";"WA-KI-10679"
"P-100104";10104;"7893 Riverside Dr, Apt 30A, Philadelphia, PA 95267";"7893 Riverside Dr";"Apt 30A";"Philadelphia";"PA";95267;"Philadelphia";26.285583;-73.139479;"Townhouse";3;1.0;"1,332";"12,019";1993;31;"301,131.76";"2017-12-31";"3,026";226.07;"306,231.52";2022;"5,805.77";"Susan Clark";"FALSE";"PA-PH-33040"
"P-100105";10105;"8216 Washington Ave, Apt 11B, Troy, MI 47941";"8216 Washington Ave";"Apt 11B";"Troy";"MI";47941;"Oakland";44.233694;-156.193756;"Townhouse";5;1.5;"3,344";"8,006";1978;46;"891,497.59";"2020-03-10";"2,226";266.6;"853,426.69";2022;"15,543.22";"Ashley Moore";"TRUE";"MI-OA-24764"
"P-100106";10106;"4315 Washington Ave, Apt 16C, Kansas City, MO 11846";"4315 Washington Ave";"Apt 16C";"Kansas City";"MO";11846;"Jackson";40.520374;-88.203213;"Townhouse";6;2.5;"2,037";"12,046";2001;23;"819,693.35";"2017-01-03";"3,388";402.4;"760,930.33";2023;"6,879.46";"Brian Miller";"TRUE";"MO-JA-28430"
"P-100107";10107;"211 Adams St, Apt 23A, Charlotte, NC 60275";"211 Adams St";"Apt 23A";"Charlotte";"NC";60275;"Mecklenburg";27.241313;-91.423171;"Townhouse";3;1.0;"2,742";"13,451";1966;58;"660,359.50";"2025-08-02";"255";240.83;"660,581.27";2023;"7,716.70";"Betty Baker";"TRUE";"NC-ME-50760"
"P-100108";10108;"4933 Meadow Ln, Honolulu, HI 90560";"4933 Meadow Ln";"";"Honolulu";"HI";90560;"Honolulu";26.852505;-73.709633;"Single Family";2;4.5;"5,562";"11,683";1973;51;"2,590,919.22";"2021-01-01";"1,929";465.83;"2,661,405.58";2024;"47,658.43";"Ronald Thomas";"FALSE";"HI-HO-88094"
"P-100109";10109;"8709 Harbor View Blvd, Apt 3E, San Francisco, CA 79228";"8709 Harbor View Blvd";"Apt 3E";"San Francisco";"CA";79228;"San Francisco";39.649802;-150.205063;"Townhouse";1;1.0;"5,086";"13,367";1945;79;"2,196,740.11";"2024-08-08";"614";431.92;"1,865,825.70";2024;"24,819.38";"Amanda Wilson";"FALSE";"CA-SA-74071"
"P-100110";10110;"1011 Lakeshore Dr, Eugene, OR 27294";"1011 Lakeshore Dr";"";"Eugene";"OR";27294;"Lane";34.601068;-117.258533;"Single Family";5;4.5;"6,111";"11,160";2012;12;"326,124.55";"2023-06-06";"1,043";53.37;"340,779.27";2024;"3,617.31";"John Williams";"TRUE";"OR-LA-18357"
"P-100111";10111;"1087 Elm St, Provo, UT 71875";"1087 Elm St";"";"Provo";"UT";71875;"Utah";21.840974;-121.428577;"Single Family";7;4.0;"3,667";"9,933";1977;47;"798,303.82";"2022-01-18";"1,547";217.7;"728,606.84";2024;"14,258.64";"Andrew Rodriguez";"FALSE";"UT-UT-55582"
"P-100112";10112;"3024 Creekside Dr, Tampa, FL 79316";"3024 Creekside Dr";"";"Tampa";"FL";79316;"Hillsborough";24.374698;-71.850979;"Single Family";7;1.0;"3,044";"10,629";2006;18;"680,893.30";"2021-07-11";"1,738";223.68;"653,371.65";2022;"7,167.58";"Matthew Martinez";"TRUE";"FL-HI-24790"
"P-100113";10113;"6968 Oak Ave, Fort Worth, TX 41544";"6968 Oak Ave";"";"Fort Worth";"TX";41544;"Tarrant";26.461163;-148.221986;"Single Family";4;1.0;"2,604";"3,328";1971;53;"462,390.99";"2020-03-25";"2,211";177.57;"400,051.79";2022;"8,001.04";"Charles Anderson";"FALSE";"TX-TA-85511"
"P-100114";10114;"9561 Ridgewood Rd, Apt 21D, Las Vegas, NV 41051";"9561 Ridgewood Rd";"Apt 21D";"Las Vegas";"NV";41051;"Clark";28.996758;-144.536342;"Condo";2;4.0;"3,061";"7,569";1927;97;"554,240.13";"2019-08-25";"2,424";181.07;"589,663.93";2022;"9,146.82";"Sandra Scott";"TRUE";"NV-CL-55143"
"P-100115";10115;"5322 Willow Way, Apt 8C, Columbia, SC 63511";"5322 Willow Way";"Apt 8C";"Columbia";"SC";63511;"Richland";24.954267;-124.247964;"Condo";4;2.5;"2,446";"7,373";2010;14;"232,594.36";"2021-02-02";"1,897";95.09;"249,904.58";2024;"3,236.80";"Mark Scott";"TRUE";"SC-RI-60910"
"P-100116";10116;"5511 Pine Rd, Apt 10A, Naperville, IL 68954";"5511 Pine Rd";"Apt 10A";"Naperville";"IL";68954;"DuPage";43.449035;-148.955632;"Condo";1;3.0;"3,689";"14,726";1997;27;"590,279.20";"2016-06-26";"3,579";160.01;"485,112.28";2024;"10,187.36";"Emily Wilson";"TRUE";"IL-DU-53642"
"P-100117";10117;"3213 Park Way, Apt 4D, Waukegan, IL 72773";"3213 Park Way";"Apt 4D";"Waukegan";"IL";72773;"Lake";45.232694;-96.480513;"Condo";4;2.5;"5,122";"10,391";2019;5;"340,786.17";"2021-01-20";"1,910";66.53;"327,187.11";2023;"6,870.93";"Margaret Allen";"FALSE";"IL-LA-71080"
"P-100119";10119;"5630 Adams St, Billings, MT 74044";"5630 Adams St";"";"Billings";"MT";74044;"Yellowstone";46.612469;-101.172582;"Single Family";4;2.0;"3,485";"6,258";1937;87;"681,844.55";"2020-10-21";"2,001";195.65;"583,123.23";2024;"11,594.75";"Patricia King";"TRUE";"MT-YE-19742"
"P-100120";10120;"204 Willow Way, San Diego, CA 28021";"204 Willow Way";"";"San Diego";"CA";28021;"San Diego";43.327435;-136.865295;"Single Family";1;2.5;"4,742";"12,213";1967;57;"634,372.86";"2019-02-17";"2,613";133.78;"634,389.62";2024;"12,023.60";"Brian Young";"TRUE";"CA-SA-79758"
"P-100121";10121;"6839 Main St, Apt 27C, Indianapolis, IN 12192";"6839 Main St";"Apt 27C";"Indianapolis";"IN";12192;"Marion";35.029568;-133.097556;"Condo";1;5.0;"6,316";"17,359";1975;49;"748,810.81";"2024-04-09";"735";118.56;"623,089.17";2022;"8,905.58";"Sarah Gonzalez";"FALSE";"IN-MA-43084"
"P-100122";10122;"6602 Pine Rd, Apt 21A, Seattle, WA 58896";"6602 Pine Rd";"Apt 21A";"Seattle";"WA";58896;"King";46.421392;-117.067196;"Condo";6;2.5;"3,057";"14,264";1930;94;"2,443,893.94";"2016-08-28";"3,516";799.44;"2,431,597.09";2022;"22,181.04";"Anthony Harris";"TRUE";"WA-KI-17355"
"P-100124";10124;"5252 Oak Ave, Atlanta, GA 37152";"5252 Oak Ave";"";"Atlanta";"GA";37152;"Fulton";36.556457;-91.553861;"Multi Family";1;3.0;"1,930";"11,169";1950;74;"562,022.82";"2016-10-03";"3,480";291.2;"515,232.72";2024;"6,172.88";"Ronald Mitchell";"TRUE";"GA-FU-20279"
"P-100125";10125;"5766 Cedar Ln, Apt 22D, Boston, MA 22803";"5766 Cedar Ln";"Apt 22D";"Boston";"MA";22803;"Suffolk";32.582839;-84.035305;"Townhouse";5;4.0;"3,273";"3,758";2001;23;"1,283,647.44";"2021-03-25";"1,846";392.19;"1,215,846.51";2023;"17,795.68";"Anthony Ramirez";"TRUE";"MA-SU-86791"
"P-100126";10126;"4939 Monroe Blvd, San Francisco, CA 19634";"4939 Monroe Blvd";"";"San Francisco";"CA";19634;"San Francisco";23.174007;-143.582776;"Single Family";6;4.0;"3,194";"9,103";1933;91;"729,137.31";"2022-10-29";"1,263";228.28;"680,591.90";2023;"6,279.67";"Jennifer Lopez";"TRUE";"CA-SA-83005"
"P-100127";10127;"8495 Willow Way, Fort Wayne, IN 23538";"8495 Willow Way";"";"Fort Wayne";"IN";23538;"Allen";21.69594;-126.209457;"Single Family";5;3.5;"3,755";"3,957";1957;67;"442,771.85";"2017-07-18";"3,192";117.92;"365,468.25";2024;"6,893.64";"Sarah Torres";"TRUE";"IN-AL-99825"
"P-100128";10128;"2877 Lake Dr, Cincinnati, OH 45247";"2877 Lake Dr";"";"Cincinnati";"OH";45247;"Hamilton";28.979979;-114.098217;"Single Family";2;4.0;"2,860";"9,759";1958;66;"497,700.42";"2025-06-02";"316";174.02;"452,079.94";2022;"7,527.49";"Dorothy Hill";"FALSE";"OH-HA-70012"
"P-100129";10129;"2319 Clearwater Ct, Apt 16C, Fort Lauderdale, FL 10887";"2319 Clearwater Ct";"Apt 16C";"Fort Lauderdale";"FL";10887;"Broward";46.143822;-128.097102;"Townhouse";4;3.5;"4,206";"9,690";1975;49;"756,070.87";"2016-08-23";"3,521";179.76;"752,525.70";2024;"7,249.45";"Daniel Hill";"FALSE";"FL-BR-36326"
"P-100130";10130;"6624 Ridgewood Rd, Apt 1D, Atlanta, GA 48200";"6624 Ridgewood Rd";"Apt 1D";"Atlanta";"GA";48200;"Fulton";40.474171;-101.937486;"Townhouse";7;2.5;"3,269";"9,430";1955;69;"756,865.72";"2021-11-16";"1,610";231.53;"688,372.90";2024;"7,157.43";"Andrew Lopez";"FALSE";"GA-FU-82102"
"P-100131";10131;"7283 Heritage Ln, Naperville, IL 19064";"7283 Heritage Ln";"";"Naperville";"IL";19064;"DuPage";42.702588;-87.777855;"Multi Family";6;4.5;"1,740";"12,116";1958;66;"308,776.51";"2018-11-24";"2,698";177.46;"261,299.95";2023;"5,487.30";"John Lewis";"FALSE";"IL-DU-72814"
"P-100132";10132;"6666 Birch St, Apt 22D, New Orleans, LA 64827";"6666 Birch St";"Apt 22D";"New Orleans";"LA";64827;"Orleans";35.406598;-88.20728;"Townhouse";6;5.0;"5,464";"15,919";1930;94;"205,308.15";"2023-07-02";"1,017";37.57;"204,749.81";2023;"2,046.69";"Michelle Williams";"TRUE";"LA-OR-94545"
"P-100133";10133;"7152 River Blvd, Apt 30A, Reno, NV 11382";"7152 River Blvd";"Apt 30A";"Reno";"NV";11382;"Washoe";23.613074;-137.685906;"Condo";5;2.5;"4,251";"10,380";1970;54;"481,189.30";"2018-08-30";"2,784";113.19;"469,918.40";2024;"4,609.40";"Mary Walker";"TRUE";"NV-WA-64522"
"P-100134";10134;"2421 Hillcrest Ave, Apt 21A, Orlando, FL 50880";"2421 Hillcrest Ave";"Apt 21A";"Orlando";"FL";50880;"Orange";30.091267;-88.76851;"Condo";4;3.5;"4,500";"6,099";1976;48;"683,155.28";"2021-03-17";"1,854";151.81;"611,883.63";2023;"5,223.16";"Melissa Davis";"TRUE";"FL-OR-54967"
"P-100135";10135;"4096 Washington Ave, Hempstead, NY 82339";"4096 Washington Ave";"";"Hempstead";"NY";82339;"Nassau";25.243596;-108.293141;"Single Family";2;4.0;"5,758";"8,780";1943;81;"2,403,460.57";"2021-06-08";"1,771";417.41;"2,207,998.45";2024;"48,575.97";"Richard Lewis";"TRUE";"NY-NA-60965"
"P-100136";10136;"3619 Jefferson St, Austin, TX 46483";"3619 Jefferson St";"";"Austin";"TX";46483;"Travis";40.936626;-86.640508;"Single Family";5;1.5;"4,998";"8,061";1966;58;"374,268.23";"2021-02-24";"1,875";74.88;"312,209.50";2024;"6,244.19";"Kimberly Green";"TRUE";"TX-TR-60939"
"P-100137";10137;"6531 Park Way, Wichita, KS 55603";"6531 Park Way";"";"Wichita";"KS";55603;"Sedgwick";30.3276;-117.166129;"Single Family";7;3.0;"5,633";"15,302";1930;94;"644,245.86";"2022-10-09";"1,283";114.37;"538,176.25";2023;"5,060.68";"Margaret Hall";"TRUE";"KS-SE-60916"
"P-100138";10138;"9871 Lake Dr, Apt 27D, Pittsburgh, PA 85340";"9871 Lake Dr";"Apt 27D";"Pittsburgh";"PA";85340;"Allegheny";31.168314;-140.839428;"Condo";6;2.0;"5,145";"7,878";1982;42;"345,291.12";"2024-03-08";"767";67.11;"308,819.40";2023;"4,765.99";"Matthew Smith";"TRUE";"PA-AL-35575"
"P-100139";10139;"8381 Orchard Ln, Fort Wayne, IN 63626";"8381 Orchard Ln";"";"Fort Wayne";"IN";63626;"Allen";39.144462;-120.840152;"Single Family";4;2.0;"1,277";"10,540";1923;101;"740,787.09";"2023-10-23";"904";580.1;"657,542.60";2023;"7,034.47";"Charles Hernandez";"FALSE";"IN-AL-84140"
"P-100140";10140;"9106 Birch St, Apt 15C, Arlington, VA 24838";"9106 Birch St";"Apt 15C";"Arlington";"VA";24838;"Arlington";36.176922;-133.693665;"Condo";7;3.5;"5,040";"5,721";2017;7;"1,162,776.29";"2020-02-27";"2,238";230.71;"1,006,455.65";2023;"9,288.58";"Carol Carter";"TRUE";"VA-AR-14224"
"P-100141";10141;"1525 Harbor View Blvd, Apt 20E, Memphis, TN 25386";"1525 Harbor View Blvd";"Apt 20E";"Memphis";"TN";25386;"Shelby";41.554239;-136.385693;"Townhouse";6;3.5;"6,422";"16,420";2000;24;"453,970.31";"2019-05-17";"2,524";70.69;"382,138.81";2022;"6,787.69";"Patricia Torres";"TRUE";"TN-SH-46842"
"P-100143";10143;"2429 Jackson Dr, Fairfax, VA 92288";"2429 Jackson Dr";"";"Fairfax";"VA";92288;"Fairfax";31.976965;-117.67672;"Single Family";4;5.0;"2,879";"14,261";1967;57;"845,634.78";"2020-10-22";"2,000";293.73;"759,537.98";2022;"13,995.93";"Timothy Garcia";"FALSE";"VA-FA-70089"
"P-100144";10144;"5969 Elm St, Apt 21D, Honolulu, HI 80048";"5969 Elm St";"Apt 21D";"Honolulu";"HI";80048;"Honolulu";31.539471;-72.772814;"Condo";4;3.0;"3,244";"7,890";1963;61;"2,119,297.13";"2024-10-26";"535";653.3;"2,055,384.71";2023;"35,886.28";"Amanda Carter";"TRUE";"HI-HO-23051"
"P-100145";10145;"2135 Broadway, Dallas, TX 67840";"2135 Broadway";"";"Dallas";"TX";67840;"Dallas";33.097731;-70.710073;"Multi Family";2;2.0;"5,924";"10,869";1940;84;"802,050.23";"2016-06-14";"3,591";135.39;"707,573.39";2024;"14,151.47";"Jennifer White";"FALSE";"TX-DA-95054"
"P-100146";10146;"948 Creekside Dr, Apt 27A, Hempstead, NY 91999";"948 Creekside Dr";"Apt 27A";"Hempstead";"NY";91999;"Nassau";29.095995;-96.148601;"Condo";4;1.5;"6,364";"7,923";1920;104;"1,100,934.59";"2025-05-29";"320";172.99;"924,575.81";2022;"20,340.67";"Donald Smith";"TRUE";"NY-NA-55032"
"P-100147";10147;"2265 Riverside Dr, Minneapolis, MN 19283";"2265 Riverside Dr";"";"Minneapolis";"MN";19283;"Hennepin";27.067092;-149.228196;"Single Family";1;3.5;"3,611";"8,513";1937;87;"418,522.42";"2017-02-28";"3,332";115.9;"429,381.96";2022;"6,740.83";"Amanda Martinez";"TRUE";"MN-HE-83831"
"P-100148";10148;"2788 Harbor View Blvd, Houston, TX 56030";"2788 Harbor View Blvd";"";"Houston";"TX";56030;"Harris";40.144449;-102.357037;"Single Family";4;4.5;"2,379";"3,799";1932;92;"229,210.25";"2024-11-25";"505";96.35;"223,909.12";2023;"4,478.18";"Sandra Lee";"FALSE";"TX-HA-42477"
"P-100149";10149;"1480 Monroe Blvd, Apt 8D, Tacoma, WA 82534";"1480 Monroe Blvd";"Apt 8D";"Tacoma";"WA";82534;"Pierce";36.926475;-94.257371;"Condo";7;1.0;"5,993";"10,935";1946;78;"2,029,134.84";"2020-07-26";"2,088";338.58;"1,738,144.64";2023;"20,069.50";"Patricia Thomas";"TRUE";"WA-PI-24777"
"P-100150";10150;"9830 Elm St, Apt 1C, Honolulu, HI 79243";"9830 Elm St";"Apt 1C";"Honolulu";"HI";79243;"Honolulu";44.5512;-155.95017;"Townhouse";3;2.0;"3,768";"13,080";1973;51;"1,564,508.01";"2018-08-16";"2,798";415.21;"1,332,696.57";2023;"25,925.53";"Stephanie Jones";"TRUE";"HI-HO-18851"
"P-100151";10151;"752 Cedar Ln, Apt 26B, Waukegan, IL 62163";"752 Cedar Ln";"Apt 26B";"Waukegan";"IL";62163;"Lake";34.425181;-102.314349;"Condo";7;4.0;"4,069";"15,567";1971;53;"184,293.69";"2020-04-07";"2,198";45.29;"177,160.90";2022;"3,720.38";"Lisa Garcia";"TRUE";"IL-LA-36633"
"P-100152";10152;"5453 Creekside Dr, Salt Lake City, UT 86865";"5453 Creekside Dr";"";"Salt Lake City";"UT";86865;"Salt Lake";37.808798;-84.396197;"Single Family";3;4.0;"2,554";"3,502";1951;73;"187,245.98";"2021-05-30";"1,780";73.31;"156,312.19";2024;"2,392.51";"Lisa Nelson";"FALSE";"UT-SA-33022"
"P-100153";10153;"307 Lake Dr, Apt 17A, Tampa, FL 11487";"307 Lake Dr";"Apt 17A";"Tampa";"FL";11487;"Hillsborough";25.341565;-74.08759;"Condo";5;3.0;"1,967";"8,059";1936;88;"704,825.58";"2016-06-27";"3,578";358.33;"620,690.09";2022;"10,711.35";"Mary Perez";"FALSE";"FL-HI-45649"
"P-100154";10154;"9547 Elm St, Durham, NC 75031";"9547 Elm St";"";"Durham";"NC";75031;"Durham";33.062741;-125.669221;"Single Family";7;2.0;"3,612";"6,189";1952;72;"723,196.58";"2019-11-06";"2,351";200.22;"724,813.74";2022;"7,785.12";"Paul Smith";"TRUE";"NC-DU-11610"
"P-100155";10155;"853 Riverside Dr, Charlotte, NC 57707";"853 Riverside Dr";"";"Charlotte";"NC";57707;"Mecklenburg";31.148956;-143.942634;"Single Family";5;4.0;"2,439";"7,711";1951;73;"444,680.15";"2018-03-16";"2,951";182.32;"398,424.76";2022;"5,919.97";"Linda Allen";"FALSE";"NC-ME-16903"
"P-100156";10156;"3756 Maple Dr, Apt 19D, Atlanta, GA 62550";"3756 Maple Dr";"Apt 19D";"Atlanta";"GA";62550;"Fulton";22.826551;-116.536807;"Condo";7;3.0;"3,281";"4,696";1990;34;"476,262.02";"2022-02-22";"1,512";145.16;"409,681.23";2024;"7,134.22";"Deborah Flores";"TRUE";"GA-FU-58270"
"P-100157";10157;"9054 Monroe Blvd, Apt 8D, Chicago, IL 29735";"9054 Monroe Blvd";"Apt 8D";"Chicago";"IL";29735;"Cook";21.169014;-121.326858;"Condo";5;3.5;"5,809";"17,170";1921;103;"861,772.40";"2026-04-08";"6";148.35;"885,625.18";2023;"18,598.13";"Timothy Martin";"TRUE";"IL-CO-79443"
"P-100158";10158;"1081 Sunset Blvd, Apt 8C, Fairfax, VA 46677";"1081 Sunset Blvd";"Apt 8C";"Fairfax";"VA";46677;"Fairfax";23.465206;-76.849127;"Condo";4;3.5;"4,355";"5,746";1994;30;"414,692.41";"2024-10-14";"547";95.22;"411,028.48";2023;"3,657.32";"Kenneth Brown";"TRUE";"VA-FA-27132"
"P-100159";10159;"5261 Creekside Dr, Durham, NC 52762";"5261 Creekside Dr";"";"Durham";"NC";52762;"Durham";29.42853;-133.339839;"Single Family";2;2.0;"5,389";"7,174";1939;85;"202,413.05";"2021-03-29";"1,842";37.56;"190,231.13";2023;"1,797.46";"Matthew Roberts";"TRUE";"NC-DU-50410"
"P-100160";10160;"4441 Park Way, Apt 28D, St. Louis, MO 21851";"4441 Park Way";"Apt 28D";"St. Louis";"MO";21851;"St. Louis";25.176807;-97.313229;"Townhouse";1;2.5;"3,285";"5,715";1931;93;"674,702.77";"2022-04-17";"1,458";205.39;"619,966.39";2022;"9,997.70";"Thomas Lopez";"TRUE";"MO-ST-63004"
"P-100161";10161;"9113 Monroe Blvd, Fort Wayne, IN 22415";"9113 Monroe Blvd";"";"Fort Wayne";"IN";22415;"Allen";33.244146;-87.060982;"Single Family";1;1.0;"1,105";"4,746";1936;88;"274,543.77";"2021-10-16";"1,641";248.46;"250,293.85";2024;"4,818.38";"Jennifer Nguyen";"TRUE";"IN-AL-19828"
"P-100162";10162;"1156 Lincoln Rd, Apt 7B, Dallas, TX 94670";"1156 Lincoln Rd";"Apt 7B";"Dallas";"TX";94670;"Dallas";32.75093;-145.795135;"Townhouse";1;1.0;"4,376";"5,205";1941;83;"840,822.75";"2021-06-04";"1,775";192.14;"879,925.73";2023;"17,598.51";"Anthony Baker";"TRUE";"TX-DA-56392"
